# Operational distributed loads, long format (time x station)
# Source     : demo amplitudes scaled in time. Spatial grid aligned with
#              blade_spanwise_distribution.dat (spanwise_pos, radial_pos).
# Convention : SI units (s, m, N, N*m). Per-unit-span quantities use "/m".
# Datum      : section frame; q_y is flapwise, q_z is edgewise, m_x is twist per unit span.
# Layout     : long format. Each row is one (t, z) sample; t advances slowest.
#
# Schema (in column order):
#   t_s            [s]       time
#   spanwise_pos   [m]       spanwise position z
#   radial_pos     [m]       radial position r from rotor centre
#   q_y_Npm        [N/m]     distributed flapwise force per unit span
#   q_z_Npm        [N/m]     distributed edgewise force per unit span
#   m_x_Nmpm       [N*m/m]   distributed twisting moment per unit span
#
# units: s, m, m, N/m, N/m, N*m/m
       t_s   spanwise_pos     radial_pos          q_y_Npm          q_z_Npm         m_x_Nmpm
    87.500       0.660000     2.03500000         -286.754         -164.466           14.480
    87.500       0.715000     2.09000000         -284.723         -163.409           14.395
    87.500       0.770000     2.14500000         -282.695         -162.353           14.310
    87.500       0.825000     2.20000000         -280.671         -161.299           14.225
    87.500       0.880000     2.25500000         -278.649         -160.245           14.140
    87.500       0.935000     2.31000000         -276.631         -159.192           14.055
    87.500       0.990000     2.36500000         -274.616         -158.141           13.970
    87.500       1.045000     2.42000000         -272.604         -157.090           13.885
    87.500       1.100000     2.47500000         -270.595         -156.040           13.800
    87.500       1.155000     2.53000000         -268.590         -154.992           13.715
    87.500       1.210000     2.58500000         -266.588         -153.944           13.630
    87.500       1.265000     2.64000000         -264.589         -152.897           13.546
    87.500       1.320000     2.69500000         -262.593         -151.852           13.461
    87.500       1.375000     2.75000000         -260.601         -150.807           13.376
    87.500       1.430000     2.80500000         -258.612         -149.764           13.291
    87.500       1.485000     2.86000000         -256.626         -148.721           13.207
    87.500       1.540000     2.91500000         -254.644         -147.680           13.122
    87.500       1.595000     2.97000000         -252.665         -146.640           13.037
    87.500       1.650000     3.02500000         -250.690         -145.601           12.953
    87.500       1.705000     3.08000000         -248.717         -144.562           12.868
    87.500       1.760000     3.13500000         -246.749         -143.525           12.784
    87.500       1.815000     3.19000000         -244.783         -142.489           12.699
    87.500       1.870000     3.24500000         -242.822         -141.454           12.615
    87.500       1.925000     3.30000000         -240.863         -140.421           12.530
    87.500       1.980000     3.35500000         -238.908         -139.388           12.446
    87.500       2.035000     3.41000000         -236.957         -138.356           12.361
    87.500       2.090000     3.46500000         -235.009         -137.326           12.277
    87.500       2.145000     3.52000000         -233.065         -136.296           12.193
    87.500       2.200000     3.57500000         -231.124         -135.268           12.108
    87.500       2.255000     3.63000000         -229.187         -134.241           12.024
    87.500       2.310000     3.68500000         -227.254         -133.215           11.940
    87.500       2.365000     3.74000000         -225.324         -132.191           11.855
    87.500       2.420000     3.79500000         -223.398         -131.167           11.771
    87.500       2.475000     3.85000000         -221.475         -130.144           11.687
    87.500       2.530000     3.90500000         -219.556         -129.123           11.603
    87.500       2.585000     3.96000000         -217.641         -128.103           11.519
    87.500       2.640000     4.01500000         -215.730         -127.084           11.435
    87.500       2.695000     4.07000000         -213.822         -126.067           11.351
    87.500       2.750000     4.12500000         -211.918         -125.050           11.267
    87.500       2.805000     4.18000000         -210.018         -124.035           11.183
    87.500       2.860000     4.23500000         -208.122         -123.021           11.099
    87.500       2.915000     4.29000000         -206.230         -122.008           11.015
    87.500       2.970000     4.34500000         -204.341         -120.997           10.931
    87.500       3.025000     4.40000000         -202.456         -119.986           10.847
    87.500       3.080000     4.45500000         -200.576         -118.977           10.764
    87.500       3.135000     4.51000000         -198.699         -117.970           10.680
    87.500       3.190000     4.56500000         -196.826         -116.963           10.596
    87.500       3.245000     4.62000000         -194.958         -115.958           10.513
    87.500       3.300000     4.67500000         -193.093         -114.954           10.429
    87.500       3.355000     4.73000000         -191.232         -113.952           10.345
    87.500       3.410000     4.78500000         -189.376         -112.950           10.262
    87.500       3.465000     4.84000000         -187.523         -111.950           10.178
    87.500       3.520000     4.89500000         -185.675         -110.952           10.095
    87.500       3.575000     4.95000000         -183.830         -109.955           10.011
